Gene,transcript_length,NTG-7,NTG-8,NTG-9,NTG-10,AD-16,AD-17,AD-18,AD-19,AD-20,AD-CP2-21,AD-CP2-22,AD-CP2-23,AD-CP2-24,AD-CP2-25
Gpr149,4288,193,146,191,298,1025,286,423,214,228,284,326,369,285,266
RP23-276K18.1,582,1,0,1,1,1,2,2,0,1,3,0,6,2,0
Rps23-ps1,427,2,3,1,0,0,2,1,0,1,0,0,0,2,0
Gm22433,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-466K3.1,756,31,10,28,23,14,19,39,37,29,30,21,16,34,28
Mme,11542,1225,878,1145,1418,3385,1337,1841,1301,1316,1333,1357,1136,1675,1345
RP24-79E2.3,1936,0,0,0,0,2,0,0,0,0,0,0,0,0,0
RP24-79E2.2,243,0,0,0,0,14,0,0,0,0,0,0,3,0,0
RP24-79E2.1,338,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Gm24946,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plch1,8637,2453,1387,1754,2493,982,1771,3037,1973,1937,2352,2181,2238,2603,2073
Gm23500,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gm16162,297,0,0,1,3,0,0,4,0,0,0,0,0,0,2
Gm16129,486,1,1,1,1,0,0,0,2,2,0,0,0,0,2
RP23-347F4.3,290,0,1,0,0,0,1,0,0,0,1,0,0,0,0
E130311K13Rik,2398,532,443,439,525,505,571,753,454,642,576,600,463,622,463
Slc33a1,3548,3339,2447,2835,3490,3119,3257,3735,2924,3298,2943,3125,2837,3802,2850
Gm26850,3211,1122,819,935,1148,943,986,1032,867,1056,871,956,980,1282,890
Gmps,8105,8397,5792,6296,8351,6049,6736,9225,6093,7186,7238,6990,6298,9879,6298
Vmn2r-ps3,1101,1,8,19,11,34,28,33,23,16,19,23,10,2,30
Vmn2r1,2739,53,48,63,81,56,57,66,71,82,64,75,78,33,76
Gm22165,103,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Vmn2r2,2727,26,2,0,4,0,1,3,0,1,1,1,2,0,1
Gm5139,249,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Gm18294,1748,20,3,23,7,22,11,20,24,25,23,22,8,21,18
Vmn2r3,2748,0,0,0,2,0,0,0,0,0,2,0,0,0,0
Gm23897,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r-ps4,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r-ps5,2730,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Vmn2r4,2742,1,0,0,2,0,0,1,0,0,0,1,0,0,0
Vmn2r-ps6,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r-ps7,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20656,518,74,35,41,40,42,40,68,36,56,33,51,40,48,44
Vmn2r-ps8,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r5,2736,3,0,1,0,1,1,0,0,0,1,1,1,0,0
Vmn2r6,2742,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r-ps9,1099,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20657,515,33,27,20,29,23,27,34,24,34,19,13,26,19,24
Vmn2r-ps10,898,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Vmn2r-ps11,2730,10,0,0,5,0,0,4,0,0,0,0,0,2,0
Gm26939,2261,8,0,2,5,0,0,4,0,0,0,0,0,0,0
Vmn2r7,3637,2,0,2,1,0,0,0,0,0,0,0,0,0,2
Vmn2r-ps12,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20698,233,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Gm25222,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r-ps13,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-243H19.2,2174,134,34,16,25,73,18,38,33,18,47,45,20,44,21
Kcnab1,8593,9958,8081,8897,11172,16894,9374,10387,7284,8519,8050,8058,9057,10666,8562
RP23-243H19.1,6190,1296,885,887,1124,1756,1183,1156,871,1047,823,791,923,1221,938
A730090N16Rik,627,12,21,10,19,29,8,20,19,27,13,6,13,18,13
Ssr3,4172,11694,9051,9734,11975,11388,12709,15385,10825,11927,11598,12060,10129,13081,9740
Gm5540,1848,75,61,99,79,92,101,152,85,83,104,98,89,91,68
RP23-389J8.2,949,0,7,0,0,4,0,2,0,0,1,4,0,4,2
RP23-389J8.3,361,0,1,3,0,0,0,0,0,0,4,0,0,1,0
4931440P22Rik,4437,149,137,150,146,221,196,171,153,142,140,207,148,162,177
Gm22279,93,0,0,0,0,3,5,0,0,0,2,1,0,0,3
Tiparp,4358,1331,1232,1582,1420,1891,1527,1638,1145,1522,1356,1532,1207,1489,1797
Gm7901,1595,7,2,8,3,2,4,8,1,3,10,0,15,1,0
RP24-151O6.3,807,8,0,2,2,2,0,0,2,1,1,0,0,2,0
Mir8120,139,1,2,2,2,3,7,0,4,5,8,2,1,2,3
Lekr1,7113,406,395,410,413,563,450,556,423,431,478,437,333,566,486
RP24-151O6.1,2497,124,75,118,105,123,105,95,85,117,116,126,72,109,171
Gm25755,107,1,0,0,0,0,2,0,0,0,0,0,4,0,0
RP23-251B16.2,526,35,22,30,38,25,29,48,31,26,35,26,27,50,36
RP23-251B16.1,1561,0,0,0,2,0,0,0,0,0,0,0,0,0,0
RP24-372I24.5,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccnl1,5997,3108,2432,2924,3406,3911,3195,3953,3287,3222,3556,3637,2944,3982,3416
RP24-372I24.4,4279,777,664,807,997,920,849,958,868,871,823,901,746,1030,768
RP24-372I24.3,250,0,2,6,9,4,5,2,3,5,9,6,4,2,5
RP24-372I24.2,2009,59,19,35,46,59,24,63,49,45,55,52,31,52,66
RP24-372I24.1,1319,3,2,1,0,1,4,0,1,2,2,2,0,2,0
RP23-1B19.5,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veph1,7086,8,12,9,16,7,25,22,12,8,8,10,11,12,31
RP23-1B19.2,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26442,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-1B19.4,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpi-rs2,756,0,0,1,1,2,0,0,1,0,0,1,1,0,8
RP24-343J5.2,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptx3,2682,41,22,33,32,41,62,119,184,91,82,98,34,63,64
RP24-119G15.1,747,1,0,2,0,0,0,0,0,0,0,1,0,0,0
RP23-397I12.1,789,1,1,0,3,0,1,0,0,0,0,1,0,3,1
RP23-103D17.3,408,81,48,71,87,90,58,99,76,68,90,72,67,93,98
Shox2,3311,1006,1056,1468,2231,24,1092,1276,911,950,1132,1410,1703,1390,1390
Rsrc1,12000,4869,3645,4380,5144,3737,4520,5783,4287,4674,4526,4625,4305,5734,4260
Gm22295,107,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Gm17402,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mlf1,1719,55,121,53,141,76,204,149,94,88,103,136,74,71,125
Gfm1,4419,4394,3479,3930,4852,4173,4551,5698,3860,4696,4398,4295,3912,5490,3868
Lxn,1508,2840,1794,2229,2519,1910,2341,4117,2938,2885,2861,3133,2246,3209,2379
RP23-267M9.1,1841,119,68,83,89,77,83,89,100,84,97,74,83,138,96
Rarres1,1325,120,93,101,129,75,95,196,118,164,147,149,92,145,124
RP23-245M20.1,421,2,0,2,4,2,1,1,2,0,3,0,2,2,2
RP23-245M20.2,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25919,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mfsd1,3042,2428,1867,2286,2564,2610,2851,3970,2938,3300,2908,3202,2312,3294,2530
RP23-245M20.4,576,84,66,98,117,90,99,86,76,119,84,91,86,104,81
RP23-245M20.5,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-255H8.1,394,153,111,140,94,125,91,130,141,117,131,135,78,147,126
RP23-255H8.3,1241,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Iqcj,1579,84,83,105,94,62,113,91,92,95,107,78,75,129,107
SCHIP1,2369,10208,7956,9502,10046,8751,10662,11132,7942,10853,9296,9147,8206,11988,8656
Schip1,5102,11033,8694,10292,10843,9493,11561,11918,8532,11756,10019,9836,8942,13017,9369
RP24-210G2.2,585,9,2,2,1,0,1,0,9,12,0,2,1,1,2
Gm10292,581,9,2,2,1,0,1,0,9,12,0,2,1,1,2
RP23-25J21.1,6918,17,16,12,19,26,13,37,20,21,14,12,5,14,22
Gm22073,189,4,2,4,2,0,0,1,2,0,2,0,4,0,1
Il12a,1701,38,45,36,39,60,72,68,25,43,67,40,34,44,33
Gm10040,1662,701,486,709,654,579,505,556,462,464,525,492,495,717,693
RP24-399B3.6,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-399B3.7,641,0,0,0,0,0,0,0,0,0,2,0,0,0,0
RP24-399B3.8,1128,3,3,7,0,2,1,4,0,2,1,3,7,0,6
RP24-399B3.9,1131,3,3,7,0,2,1,4,0,2,1,3,7,0,6
Gm17641,2350,302,328,402,355,441,479,430,403,507,332,305,320,527,419
1110032F04Rik,2578,947,988,1065,1119,1291,1301,1416,1069,1614,1086,1056,1024,1468,1233
Ift80,12428,3137,1995,2091,2658,2168,2711,3141,2349,2392,2489,2621,1906,3435,2278
Gm20689,279,39,23,28,26,26,43,36,20,41,32,20,16,37,31
RP24-399B3.10,355,2,3,0,0,2,4,0,4,2,1,0,0,1,3
Gm20690,315,2,3,0,0,2,4,0,4,2,1,0,0,1,3
Gm18588,492,82,43,52,85,75,85,117,101,71,73,81,79,98,60
Gm20691,333,90,50,71,67,81,76,116,79,95,74,57,76,103,82
Smc4,5210,709,439,496,580,603,676,899,622,660,639,630,551,821,685
Mir15b,98,0,0,0,0,0,0,0,0,1,1,3,0,0,0
Mir16-2,95,2,0,0,0,0,0,0,0,1,2,0,0,0,0
Trim59,3352,2336,1402,1418,1922,1468,1407,2204,1600,1292,1472,1548,1716,2706,1553
Kpna4,8940,9433,6932,7678,10075,7950,8603,10630,7443,8736,8450,8374,7611,10927,8053
Gm22009,343,2132,1346,1616,1817,1185,1408,2067,2015,2028,1923,1630,1828,2446,1841
RP23-46L5.1,2983,49,38,61,33,53,23,45,52,41,37,31,34,47,44
Gm1647,735,2,0,0,2,0,0,0,1,0,0,0,0,0,0
Arl14,1200,0,0,0,0,0,0,0,0,0,2,1,0,0,0
Ppm1l,10496,13213,13149,13512,16658,14013,15183,17482,11619,16564,14907,14066,14833,20196,14888
Gm17214,541,2,3,4,5,4,2,2,4,2,1,0,5,3,0
Gm17212,259,2,0,6,2,1,1,3,0,0,2,2,0,5,4
Gm17213,1360,6,4,12,6,5,2,2,9,6,1,2,0,4,4
Gm8565,1014,9,10,8,12,14,4,8,12,11,6,9,4,8,6
B3galnt1,2028,3590,3039,3344,3940,2976,3947,4315,2999,3966,3207,3282,3253,4340,3248
RP24-397C18.1,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25621,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl32-ps,506,0,3,0,1,3,1,2,1,1,1,0,0,0,0
Nmd3,10155,2715,1929,2021,2282,2193,2240,2698,2009,2124,2092,2097,1976,2555,1922
Sptssb,1826,470,299,252,450,185,408,412,291,325,345,455,328,414,299
RP24-347B22.2,874,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Gm23484,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-396I19.1,189,3,0,1,0,3,1,6,8,2,8,5,4,4,3
Otol1,2161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-409M14.1,727,1,0,1,0,0,0,0,0,0,0,2,0,0,0
RP23-409M14.2,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23477,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-453A2.1,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-453A2.2,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10780,285,1,0,1,1,1,0,0,2,0,0,0,0,0,0
Gm6634,1804,0,0,0,1,0,4,4,0,2,4,0,3,7,0
RP24-383D8.1,457,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RP24-360M7.1,223,1,5,3,8,3,4,6,3,4,1,6,1,3,0
RP24-187P10.1,3774,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm8604,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-281M6.2,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-355G8.1,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-359D10.1,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm27465,91,0,0,0,0,0,0,1,0,0,0,1,0,0,0
RP24-499L10.1,514,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Gm22451,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sis,7464,4,6,12,8,18,10,8,0,12,0,3,14,6,9
RP24-169F23.2,1865,235,131,156,197,120,170,139,179,214,181,180,159,235,154
Slitrk3,4848,5070,4516,5372,6650,5079,6108,6359,5112,6553,5593,5397,5258,7760,5894
RP23-275B16.1,1553,152,158,217,178,88,141,204,133,171,162,177,169,127,153
Gm24544,110,0,0,2,0,0,0,0,0,2,0,0,0,0,0
RP23-275B16.2,2125,3,4,4,2,0,0,4,2,4,0,2,0,1,0
Gm22538,299,0,0,2,0,0,4,0,0,1,0,2,0,0,0
RP24-74B11.1,617,12,6,7,2,1,3,2,5,6,17,0,0,12,5
RP24-369K4.1,1526,17,5,8,4,6,6,5,8,3,10,3,6,18,15
Bche,6741,1077,678,689,744,554,677,992,754,598,648,641,477,836,586
RP23-20B1.1,1077,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RP23-20B1.2,2477,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6098,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-199C12.1,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-78J18.1,625,0,0,0,0,0,0,0,0,2,0,0,0,0,0
RP24-204F1.1,2220,30,22,21,45,30,47,39,47,24,26,37,30,56,39
Zbbx,3034,65,45,43,65,42,94,37,41,43,23,46,51,91,34
Serpini2,1411,0,2,0,0,0,2,2,0,0,0,0,0,0,2
RP24-257J19.1,2123,8,33,11,15,41,70,34,13,20,20,57,5,23,23
RP23-411I8.1,1302,0,2,2,2,0,2,0,0,0,2,0,0,0,2
Pdcd10,2939,4153,2998,3041,3455,3390,3472,4246,3106,3167,2896,3233,3044,3808,2640
Serpini1,7286,25616,23096,22121,24783,22175,23721,29033,18533,25096,21405,20446,20529,28178,19845
RP24-105B23.2,4014,29,15,30,20,33,20,16,35,17,28,20,27,34,31
2410007B07Rik,1745,6,2,2,4,4,5,11,6,2,5,5,10,3,9
RP24-536C4.1,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25846,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29133,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golim4,11072,3287,2126,2540,2757,2547,2801,4378,2852,3138,3409,3287,2524,3096,2689
RP23-30D21.3,2177,7,4,8,4,4,6,15,6,5,11,6,2,9,13
RP23-30D21.1,566,162,115,123,128,134,139,211,162,154,176,148,122,146,126
RP23-21K2.1,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fstl5,9264,2886,1947,2152,3050,2012,2660,3278,2222,2288,2601,2651,2566,2834,2270
RP23-476G18.2,3561,8,3,4,4,3,2,11,12,4,8,0,2,4,4
RP23-381H21.1,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-381H21.2,830,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gm23644,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-35F4.1,1271,0,0,1,2,2,1,0,0,0,1,0,0,0,0
RP23-35F4.2,6387,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RP23-30D1.1,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-349L11.1,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-257I21.1,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-23B15.1,1564,0,2,0,1,2,2,1,0,1,1,3,0,1,2
RP23-23B15.2,950,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Gm15442,1527,35,10,24,10,10,15,23,30,12,29,18,7,14,13
RP23-281G14.1,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24749,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-247N18.1,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5277,556,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Gm10291,999,9,5,8,6,3,5,4,4,4,6,2,6,7,3
Gm9762,441,113,78,98,105,126,144,158,91,133,125,127,124,124,103
Gm23440,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rapgef2,14051,11900,10662,13374,15547,14856,13840,15010,11144,14790,13440,12397,12476,17936,14243
Gm24150,104,0,0,0,3,0,3,0,0,1,0,0,0,4,2
RP24-253I2.1,2610,55,66,86,87,58,86,79,95,98,69,94,80,134,93
Gm17359,983,4,6,2,2,2,10,12,4,7,6,3,3,7,0
Fnip2,8364,1958,1531,1733,2107,2234,2302,2861,2340,2578,2481,2370,1854,2844,2330
Gm3513,637,2,2,3,2,0,1,12,5,6,10,2,4,2,6
4930589L23Rik,1364,0,0,0,2,1,12,4,0,3,0,0,1,4,2
RP24-96D10.3,647,0,2,0,0,2,0,2,0,0,2,0,0,0,0
Ppid,4638,5759,4130,4914,5997,5362,5926,7023,5030,5787,5708,5702,5187,7114,4831
Etfdh,7505,2433,1880,2127,2517,2225,2532,3160,2352,2438,2436,2435,2065,2954,2051
RP24-96D10.4,1289,22,8,10,16,14,11,11,16,35,4,11,1,19,19
4930579G24Rik,1970,161,107,123,131,150,168,199,114,134,165,179,107,144,155
Rxfp1,10052,1694,1251,1796,1750,1273,1447,2179,1655,2112,1650,1616,1507,2880,2128
Gm26984,3510,56,30,41,29,25,21,42,48,57,48,57,48,77,68
Tmem144,3487,1379,1028,1309,1639,1078,1336,2088,1122,1212,1605,1377,1182,1325,1170
Gm26420,103,0,0,0,0,0,0,0,0,0,0,0,2,0,0
RP23-321H9.2,965,85,50,38,51,42,53,78,54,56,72,65,57,52,73
Fam198b,9598,420,342,257,300,493,307,589,362,387,450,416,321,395,345
RP23-121N19.3,917,5,12,12,8,15,9,20,11,12,8,11,36,21,14
RP23-406D2.1,1078,0,2,0,2,0,0,0,0,0,0,0,2,0,0
RP23-121N19.1,151,0,0,0,0,2,0,0,0,0,0,0,0,0,2
RP23-121N19.2,437,1,0,4,1,4,7,1,4,1,0,1,0,1,1
RP24-262P4.1,3391,14,0,10,8,0,2,7,6,4,4,1,4,8,3
Gm6706,318,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Gria2,15548,48071,37840,45641,50895,56430,48503,46804,37604,50429,42822,42427,39976,61748,46714
Gm25749,111,1592,1250,1481,1763,1822,1708,1689,1244,1823,1490,1419,1317,1996,1532
Glrb,4655,23736,17545,20498,23481,20237,22567,26779,18448,19438,19241,20230,19320,26266,18519
RP24-445D5.1,468,136,130,219,235,260,204,194,106,222,153,166,140,231,177
Pdgfc,5089,559,421,512,574,586,676,817,498,715,571,620,492,820,521
Gm16000,447,60,41,60,54,57,59,62,61,48,58,70,44,72,30
RP23-296O23.2,280,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RP24-445C12.1,785,1,1,0,2,0,6,1,0,0,2,2,0,2,1
RP24-485M14.1,1194,32,19,16,10,24,33,29,22,41,31,17,14,32,24
Gm22531,140,0,0,0,0,2,0,1,0,0,0,0,0,0,0
Gm9989,3392,71,73,105,92,347,84,107,69,67,70,92,44,66,74
Ctso,5123,3531,2517,2855,3488,3303,3726,4811,3854,3770,3536,3454,2963,3691,2912
Tdo2,3881,340,210,212,225,67,138,191,109,110,146,147,128,168,122
Asic5,2307,22,0,0,2,0,2,1,2,0,3,0,0,1,4
Gucy1b3,3951,12629,11898,12132,14342,19658,15785,15764,10743,14958,12028,12507,12808,16625,11749
Gucy1a3,6968,5968,5611,5401,7953,13719,9378,9283,6084,8975,7533,8021,6781,9692,7006
Mir7010,63,173,163,131,204,318,217,199,146,206,179,176,149,238,157
Map9,6671,8921,7754,8569,10662,11176,11289,11165,7829,10655,9136,9297,9118,12942,9672
Npy2r,3383,1377,1323,1676,2177,1052,2255,1842,1735,2002,1869,1732,1686,2133,1628
RP23-469J3.3,499,2,0,0,0,2,3,4,0,0,0,0,0,0,0
RP23-469J3.4,2977,0,0,0,0,0,2,0,2,0,0,2,0,0,0
Gm22038,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rbm46,2499,57,24,27,22,27,38,84,77,70,50,58,19,47,70
Rbm46os,3445,0,0,0,1,0,0,0,0,0,2,0,0,0,0
Lrat,5351,33,20,32,40,30,24,59,28,45,33,30,22,48,30
RP24-180K20.1,768,1,2,3,4,4,2,4,4,1,3,11,0,5,4
Fgg,2093,3,4,4,8,4,2,0,6,0,4,0,2,4,4
Fga,3010,0,2,2,0,0,6,2,2,2,5,0,0,4,0
Fgb,3810,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plrg1,2816,3535,2487,2626,2920,2869,3084,3885,2808,2735,2691,2890,2532,3495,2294
Gm10710,3971,142,139,107,204,245,145,202,163,133,155,133,163,165,144
Dchs2,10783,629,443,480,737,1289,668,717,563,644,667,581,574,816,547
RP23-288N9.2,2389,0,8,0,2,2,0,3,1,0,0,0,0,0,2
1700028M03Rik,476,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Gm22342,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-187J17.2,554,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm24584,107,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Sfrp2,2153,240,173,284,310,168,203,404,305,190,284,320,255,300,257
Gm26771,1082,82,68,74,86,43,53,120,61,53,113,85,65,78,71
RP24-531K24.1,832,2,0,0,1,2,3,0,4,2,0,2,0,3,1
Tlr2,3014,276,192,193,246,519,1096,1515,1442,866,1053,1131,570,756,651
D930015E06Rik,10572,1040,765,1164,1181,1659,1213,1276,1174,1161,1268,1318,1084,1555,1276
RP23-14O16.2,4485,2,0,0,1,4,2,0,0,2,0,1,2,8,2
Mnd1,875,51,21,18,29,28,29,56,55,22,53,27,41,50,37
Trim2,18113,31088,23772,28315,34492,27793,30182,37745,27025,33025,30141,29580,26840,38800,29783
RP24-97D20.2,1029,38,19,26,43,27,12,26,29,40,50,26,28,32,34
RP23-286J21.1,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fhdc1,6270,920,635,831,1166,618,895,1246,851,902,1007,1153,783,1227,975
Arfip1,2986,2346,1567,1677,1865,1896,2141,2708,1809,1943,1940,1948,1741,2211,1673
RP24-559D1.1,2913,2021,1380,1445,1614,1649,1900,2280,1556,1685,1735,1678,1492,1899,1482
Gm8813,595,1,0,0,1,9,0,2,0,0,1,3,2,3,2
RP24-372D1.1,898,2,4,4,2,2,1,0,6,3,3,0,0,7,0
Tigd4,3459,12,12,18,10,19,17,22,14,16,4,12,18,12,24
Tmem154,4738,38,24,16,30,60,91,132,93,132,54,91,53,65,42
Fbxw7,7046,12935,11614,12846,13849,14501,14318,15638,11613,15279,12952,13178,12608,18278,12806
RP24-318B11.1,3886,21,17,15,10,20,11,29,6,17,34,12,8,13,9
AC124496.1,522,1093,993,1142,1254,1134,1246,1202,932,1237,1024,1049,1018,1729,1073
RP23-146N3.1,661,4,0,4,0,2,4,0,0,0,2,5,4,1,8
RP23-146N3.2,1266,2,0,2,0,0,6,0,0,4,2,0,0,0,2
1700036G14Rik,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir466k,122,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Gm15535,1858,123,74,138,108,100,103,136,134,133,104,117,63,159,117
Gatb,4299,1571,1257,1421,1545,1481,1648,1834,1378,1600,1480,1528,1260,1770,1306
Fam160a1,7521,440,539,461,561,204,572,600,436,551,531,470,369,732,462
Glt28d2,2732,93,82,59,76,37,99,127,78,79,95,85,49,98,94
Gm26204,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-329L9.2,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9790,288,226,159,190,251,231,220,282,180,204,194,231,212,251,156
Gm25876,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24501,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm27811,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sh3d19,8888,1875,1793,1779,2809,1273,2401,2218,1720,2348,2381,2522,1906,3022,2326
Prss48,949,14,6,9,0,5,13,13,11,17,13,7,11,21,17
Gm25188,122,3,4,0,1,0,0,4,0,0,8,0,2,10,4
Rps3a1,977,16215,11123,12067,12317,13590,15133,19212,14434,13605,13049,14306,12043,14065,10381
Snord73a,68,5,6,1,7,6,7,5,4,2,3,5,3,2,9
Rnu73b,71,2,5,8,10,12,11,5,8,6,25,7,6,16,5
RP23-383K24.3,981,10,16,8,7,22,10,21,22,14,34,19,8,24,15
RP23-383K24.4,433,3,12,2,5,16,4,11,10,9,19,8,4,15,2
Gm23025,111,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lrba,18270,4642,3433,3818,4649,5207,4136,5055,4056,4554,4581,4273,3691,5349,4199
RP23-99I7.2,334,9,0,0,0,1,0,2,2,0,0,2,0,0,2
Gm26343,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23850,169,2,0,0,0,0,1,0,0,0,0,0,0,2,0
Gm25039,107,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Mab21l2,3049,618,240,267,377,26,199,707,421,227,338,277,285,317,312
Gm3788,136,68,40,52,84,99,81,112,61,79,64,83,65,77,61
RP23-438M14.4,1591,20,11,10,31,29,32,41,22,15,25,15,17,32,17
Dclk2,10553,6660,4794,6571,8470,7555,7113,8053,6322,7323,7353,7269,6444,9115,7057
RP24-363G13.1,829,5,2,4,12,0,4,6,3,10,4,4,2,1,6
Gm23376,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-179K8.1,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd1d2,1527,8,1,3,5,8,8,15,3,6,4,9,9,19,4
Cd1d1,2570,100,50,65,77,76,100,144,102,82,86,113,88,120,84
RP24-179K8.4,947,0,0,0,0,1,0,4,2,0,0,0,0,0,0
RP23-145A18.6,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-145A18.5,309,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Gm24472,132,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Kirrel,7463,840,615,797,866,978,953,1229,873,827,1031,936,703,1068,1004
RP23-145A18.2,3700,8,14,14,9,9,14,6,18,8,12,10,12,13,20
Gm10705,461,105,80,100,92,95,95,118,78,121,109,100,99,101,82
Fcrls,2334,1347,1409,1309,1194,2326,2183,2810,2976,6445,2508,2920,2121,2374,1576
Cd5l,2036,0,2,0,0,2,2,24,33,4,4,14,8,0,2
Fcrl1,3560,15,26,26,13,29,44,36,28,57,30,33,16,31,7
Fcrl5,3480,0,0,1,2,3,0,1,5,0,4,0,0,0,1
Etv3,10274,2775,2426,2755,3065,3040,2615,3498,2542,3146,2762,2909,2615,3541,3208
